Are you worried about tomorrow night?	Not really.
<EOC>	<EOC>
I thought you were going to bed?	I am.
<EOC>	<EOC>
By name.	Lock.
<EOC>	<EOC>
Are you a Secret Service Man?	Why do you ask?
<EOC>	<EOC>
You don't want anything for your fifty cents?	No.
<EOC>	<EOC>
You were actually at Hamunaptra?	I just decked your brother
<EOC>	<EOC>
You're payin' for my trip, Browning!	I wish you were on the plane!
<EOC>	<EOC>
Look -  This pose is all wrong!	I'll pose any way you want.
<EOC>	<EOC>
Hello, hello.  It went well, I thought.	Very impressive ceremony.  Good speech.
<EOC>	<EOC>
You're not joking.	Twelve years in prison is no joke.
<EOC>	<EOC>
Have you ever heard of the Live Oak River?	No -
<EOC>	<EOC>
I don't understand?	She's walking back towards the door.
<EOC>	<EOC>
What do we do now?	Pray he's color-blind...
<EOC>	<EOC>
Is Jody still awake?	She just turned off her light.
<EOC>	<EOC>
I didn't see you there. Can I help you?	My name's Gilroy. I'm from the State Certification Board.
<EOC>	<EOC>
What in the hell is it?!	It's the Goddamn Grand Canyon!
<EOC>	<EOC>
You're leaving.	I better get back.
<EOC>	<EOC>
I didn't know you were coming.	I was in the neighborhood.
Is that the mail?	Yeah.
<EOC>	<EOC>
Jake...	It's alright. Grant's one of the good guys.
<EOC>	<EOC>
Kelly Scott.	Jack Wells.  A museum sent you?
<EOC>	<EOC>
Can I do anything?	"""Abraham, Martin, and John."" That's a nice one."
<EOC>	<EOC>
Check and mate.	Dream on.
<EOC>	<EOC>
I'll take Cathy up to bed.	Are you staying?
<EOC>	<EOC>
Leave me alone!	Here we go!
<EOC>	<EOC>
Dr. Carlson's dead?	An explosion, just like Paul's.
<EOC>	<EOC>
Elliot.	Yeah?
<EOC>	<EOC>
Murder.  Beautiful.	Pumped fifty-seven bullets into a police informant.
<EOC>	<EOC>
Bensinger -- of the Tribune.	Open this door!
<EOC>	<EOC>
Easy, Animal! Easy!	Where'd that come from?
<EOC>	<EOC>
Jesus... fuck, that hurt.	Stop it!
<EOC>	<EOC>
Wait a minute....	Too late, it's written.
<EOC>	<EOC>
Yes?	It's happening tomorrow morning. Get back here now.
<EOC>	<EOC>
Trip??	She left me. Crabs.
Left you...? Who? Emily?	This morning. I found a note in the kitchen.
<EOC>	<EOC>
--has any of them got an ax?--	--political, personal, sexual, anything at all against Mitchell?--
<EOC>	<EOC>
Sure ... Where would we go?	... Lover's Lane?
<EOC>	<EOC>
What the fuck are you doing?	I-I'll tip her.
<EOC>	<EOC>
How soon is soon enough?	Couple of days. They'll examine you.
<EOC>	<EOC>
A long, long, long, long, while.	Okay, okay.
A long, long, long...	Okay.
<EOC>	<EOC>
I haven't worn mine in months.	Yeah, what's-his-name wouldn't like it.  The Suit.
<EOC>	<EOC>
Are you sure this guy is cool?	You'll see for yourself.
<EOC>	<EOC>
You saved me from the arrow...	But not from your destiny.
I want to thank you.	That's not why you came.
<EOC>	<EOC>
Hey, what'd you do that for?	Fat little baby, crying for mommy.
<EOC>	<EOC>
Well --	You promised us real things -- a real...
<EOC>	<EOC>
Why do you say that?	Just a guess. She ain't dead though is she?
<EOC>	<EOC>
You're putting off the inevitable.	I'm putting it off.
<EOC>	<EOC>
I wouldn't do that.	Do what?
<EOC>	<EOC>
I'm almost ready -	Sit in this chair, and I'll pose you.
<EOC>	<EOC>
Well, Mister President.	What kind of trouble?
<EOC>	<EOC>
Have the engineers corrected for alignment and trajectory?	Aye.  Before the wee pesties attacked.
Then it's Godspeed, Screwball.	Fire away!
<EOC>	<EOC>
Don't play games with me, little girl.	I didn't do anything, mommy.
Well then who did?!	Maybe it was Colleen...
<EOC>	<EOC>
So, two days?	Yeah. I guess you could call it that.
<EOC>	<EOC>
I'll see you soon.	Tomorrow?
<EOC>	<EOC>
... the good of the few...	Or the one.
<EOC>	<EOC>
I know one way you can do it.	How?
<EOC>	<EOC>
Whatcha doin' over there?	Gotta go.
How come?	Job.
<EOC>	<EOC>
Damn, they always stick me with the clunker.	Take my van!
<EOC>	<EOC>
Anybody hungry?	What'd you get?
<EOC>	<EOC>
David, please be rational. Let's go to Dr. Hirsch.	Rational!?! I'm a fucking werewolf, for Christ's sake!
<EOC>	<EOC>
Don't you have any clubs?	No!
Let me see your hand!	No!
<EOC>	<EOC>
I was supposed to meet Mrs. Cavanaugh.	Who are you?
<EOC>	<EOC>
You know it's not often I... you know...	There's a first time for everything.
I suppose that's right.	You want something to drink?
<EOC>	<EOC>
Bullshit.	You know how this gotta end.
<EOC>	<EOC>
I think she's gonna kiss him.	At least.
<EOC>	<EOC>
Okay, Sammy.	Somethin', huh?
Yeah.	Ginger.
<EOC>	<EOC>
<EOC>	<EOC>
You did your homework, Officer.	Actually...
<EOC>	<EOC>
What?	You're kidding.
<EOC>	<EOC>
He's been cooked-off	Is he dead?
<EOC>	<EOC>
...I'm wondering...	Yes?
<EOC>	<EOC>
Come on, ma... this bitch's got it coming.	No, I told you...
<EOC>	<EOC>
I accept.	Good. Then pour the wine.
<EOC>	<EOC>
Ze alarms! Zey went off!	Yeah... That was my bad, sorry.
<EOC>	<EOC>
How do you think we got here??!!	You walked in. I saw you. Don't you remember?
<EOC>	<EOC>
Lemon or raspberry?	Lemon.
<EOC>	<EOC>
A Mr. Paul Ganapolos, he's here alone.	Where from?
Des Moines.	What's he do?
<EOC>	<EOC>
What are you talking about? Ten's standard.	Yeah Well, Sobo's kid needs braces.
<EOC>	<EOC>
Lucky throw, fire boy.	Luck, my ass.
<EOC>	<EOC>
Yo! That jacket is tight.	Yeah, now go uhn, uhn, uhn!
Uhn! Uhn! Uhn!	Yeah, you feel that? Now put it all together.
<EOC>	<EOC>
What's wrong.	You don't love me.
<EOC>	<EOC>
We was just leavin', fellows.	Let's go, Jocko. The man's got homework.
<EOC>	<EOC>
If he's here, this is worse than I thought.	Air and sea backup. What's closest?
<EOC>	<EOC>
Are you sure?	Totally! Look!
<EOC>	<EOC>
That was my last.	You've lost everything?
I've no luck.	Pardon me, Baron. Permit me again...
<EOC>	<EOC>
She's beautiful.	Her name's Stephanie.
<EOC>	<EOC>
I doubt very much that one even exists.	What are you talking about?
<EOC>	<EOC>
I see you're prospering without me.	It's been a while.
<EOC>	<EOC>
No one. But I'm a little nervous.	When can you get it here?
I'm doing a transfer now.	Come straight here. Don't talk to anyone.
I'll come straight there.	Be careful, Danny.
<EOC>	<EOC>
Rod... I have to get back to my job.	Someone actually... employs you?
I happen to be a professional.	Which street corner?
<EOC>	<EOC>
Did you do that?	Uh Huh.
<EOC>	<EOC>
There's no way of knowing.	Perfect...
<EOC>	<EOC>
Where is she?	Comin' up the Central Reservoir.
<EOC>	<EOC>
Think we can make it?	We make it, or we go back empty handed.
<EOC>	<EOC>
They don't serve wine here.	What kind of restaurant doesn't serve wine?
This kind.	Okay.    I will have a beer.
<EOC>	<EOC>
The Collected Works of Alfred Biedermeyer	Her favorite poet.
<EOC>	<EOC>
Each man's pain is unique.	I hide no pain.
I know you better than that.	Do you?
<EOC>	<EOC>
A nun?	I'm telling you!
<EOC>	<EOC>
What's going on?  What are you doing?	Thinking.
<EOC>	<EOC>
Would...would it do any good if I roared?	Who at?
<EOC>	<EOC>
Cameras? ...What is it, Max?	The cameras have arrived, Madame.
<EOC>	<EOC>
What does he direct besides traffic?	Ha, ha.
Television or movies?	Commercials.
<EOC>	<EOC>
Geoff?  Anybody see my boy?	Right here, Mom...
<EOC>	<EOC>
Oh, come on, come on!	Jump in.
<EOC>	<EOC>
You're kidding.	Applejack's stuck in the elevator?
<EOC>	<EOC>
We must be a curious sight to him.	What are you spying on?
<EOC>	<EOC>
I'm getting out now.	Don't do it.
<EOC>	<EOC>
Collect?	Yes.
<EOC>	<EOC>
Please take it.	Well...
<EOC>	<EOC>
Bonjour.	Good morning.
<EOC>	<EOC>
He musta been movin' right along.	We'll come across him tomorra, I guess.
<EOC>	<EOC>
What'd he say, how's he know about Al?	What does he know?
<EOC>	<EOC>
You'll miss the battle of the century!	Good. My heart can't take it.
<EOC>	<EOC>
Justin, finish your sweep.	Almost done, I just gotta check one thing...
<EOC>	<EOC>
Stupid tart.	She left a note.
<EOC>	<EOC>
His condition? What do you mean?	His physical condition.
<EOC>	<EOC>
What's wrong Mr. Lawford.	It seems we're short on singers.
<EOC>	<EOC>
I got it, Woody!	He got it, Woody!
<EOC>	<EOC>
No -- No -- No -- No!	Ohh!  OHH!  OHH!
<EOC>	<EOC>
No we can't. He's got a pulse.	No shit.
<EOC>	<EOC>
Poopy day?	Yup.
<EOC>	<EOC>
One minute! Just one minute!	Happy, we've got the man. Horace Miller!
<EOC>	<EOC>
Okay, we're on the last present now...	Last present!
<EOC>	<EOC>
I'm no cop.	Well, if you are, it's entrapment already.
I'm hip.	Funny, you don't look hip.
<EOC>	<EOC>
You're Doc Mumford.  Skip Skipperton.	How are you?
<EOC>	<EOC>
How do you feel, Dell?	Wretched.  What happened to me?
Don't you remember?	Don't remember nothing.  Can't hardly remember my name.
<EOC>	<EOC>
And who may I ask is Carl?	Just a boy. He's picking me up this morning.
<EOC>	<EOC>
O no! Your turn!	All right.
<EOC>	<EOC>
Get out of here!	You can't bribe me!
<EOC>	<EOC>
It's <u>Otho</u>!	Otho, why didn't you just come in the door?
<EOC>	<EOC>
Did I hear a car?	Our equipment has arrived.
<EOC>	<EOC>
Come on.	That's twenty feet high.
<EOC>	<EOC>
Who is it?	Tommy, let me in!
<EOC>	<EOC>
What do we do with the Humvee?	We leave it.
<EOC>	<EOC>
You missed somethin', Ed.	I did? I didn't see anything.
<EOC>	<EOC>
I'm all right.	How's your leg?
<EOC>	<EOC>
No women allowed.	I am an English woman.
<EOC>	<EOC>
I've changed.	Why young girls, Walter?
<EOC>	<EOC>
It's a bunch of Jocks in a Granada!	They're fuckin' with us.
<EOC>	<EOC>
20 feet, if it's an inch...	25 feet. And three tons of him there.
<EOC>	<EOC>
You've got to tell me what happened?	I saw how it has to be.
<EOC>	<EOC>
Could I do that later?	Of course.
<EOC>	<EOC>
You want a dressing bag, John?	You don't think it's too gaudy, do you?
<EOC>	<EOC>
Want a smoke?	Why not?
<EOC>	<EOC>
I know, I should not tolerate his impertinence.	Then why?
<EOC>	<EOC>
Oh, thank you! Thank you! Thousand times, thank you!	Tell your friends.
<EOC>	<EOC>
Do you remember who gave us this?	No.
<EOC>	<EOC>
Stains of blood.	What of it?
<EOC>	<EOC>
Stop being such a bitch, Sal.	I'm so sorry.
<EOC>	<EOC>
That's when she started talking about Fred Krueger.	Who?
<EOC>	<EOC>
What is it?	It appears, sir, that someone has stolen the batsignal.
<EOC>	<EOC>
Man live by his rep.	That's a fact. What you do, boy?
<EOC>	<EOC>
He's so...it's too much...and I can't...I can't breath...	Who?  Your husband?
<EOC>	<EOC>
Hi Dad.	Hiya yourself.
<EOC>	<EOC>
...any sister talk?	Mm-mm!
<EOC>	<EOC>
Find out for me.	Fine...
<EOC>	<EOC>
You got your riot gun?	Yeah in the trunk of my squad.
<EOC>	<EOC>
I thought -- I thought he was dead.	Who?
Al!	No.  The deceased is ... Henry Pekurny.
<EOC>	<EOC>
Yeah?	Give this to Joey, will you?
<EOC>	<EOC>
Miss Van Cartier.	What?
<EOC>	<EOC>
These guys are incredibly persistent.	Tell me about it.
<EOC>	<EOC>
You been here the whole time?	I just caught the end.
<EOC>	<EOC>
Um...Chris --	You can call me Oz.
Do I have to?	You can call me Ostreicher.
What's your middle name?	Forget it.
Come on!  I won't tell.	Neither will I.
<EOC>	<EOC>
Do it again.	In time.
No now.	In time. But mirabile dictu, don't you agree?
<EOC>	<EOC>
Pritchett, is that you?	Up here --
<EOC>	<EOC>
Otis! Otis! Come quick, there's cops outside.	What! God damn, how many?
<EOC>	<EOC>
Queer.	What did you say?
<EOC>	<EOC>
Maybe you don't want to remember.	What are you talking about?
'Course, it's none of my business.	Let's say today, we make it your business.
<EOC>	<EOC>
Okay.	Manhattans?  This time of night?
<EOC>	<EOC>
I don't believe it...	What is it?
<EOC>	<EOC>
Have fun.	Thanks for dropping around.
<EOC>	<EOC>
But what's it look like?	What's nothing look like? ...it looks like nothing.
<EOC>	<EOC>
Ready?	Nods.
<EOC>	<EOC>
I'll make the arrangements.	At least it's over...
<EOC>	<EOC>
You know you can come under the blanket.	It's alright.
<EOC>	<EOC>
We were in love... weren't we?	Yes.  Hic!
<EOC>	<EOC>
I'll get the car.	They'll cut you down.
<EOC>	<EOC>
I know.	You do?
Your name's Freddy something.	Freddy Newendyke.
Frankie Ferchetti introduced us once, about five months ago.	Shit. I don't remember that at all.
<EOC>	<EOC>
Yeah. Yeah. How's the air force, Tim?	It's not the air force anymore, Scuff
So where are you?	I'm here.
<EOC>	<EOC>
Avalanche season is coming.	43   CONTINUED:
<EOC>	<EOC>
I don't understand.	He's the dead guy.
<EOC>	<EOC>
...this is a toast!  This is a toast.	Get his wine away.
<EOC>	<EOC>
How do you know my name?	It's a very famous name, Mr. deWitt.
And what is your name?	Phoebe.
Phoebe?	I call myself Phoebe.
<EOC>	<EOC>
Reach for the sky!!	Huh?
<EOC>	<EOC>
Don't let me down.	You?! How about me?
<EOC>	<EOC>
I have thought about it, yes.	You bitch. I knew it.
<EOC>	<EOC>
Yeah, Mack?	Let me get on your shoulders.
<EOC>	<EOC>
You and me, Tom.	What do you mean, me?
<EOC>	<EOC>
Planning on going to war all by your lonesome?	Just...want to be ready when we do.
Ready for what?  Sight-seeing?	The photos.
<EOC>	<EOC>
I guess tomorrow at dawn he'll be proved right.	Ten A.M.
<EOC>	<EOC>
Look. Go on, look.	At what, exactly?
My van is half full.	So?
<EOC>	<EOC>
It's going to hurt us!	No it won't - no it won't!
<EOC>	<EOC>
Gotta go with the belt there...	I used to go with the wrench.
The wrench, why?	Cause fuck him, that's why.
<EOC>	<EOC>
Riddick? What the hell are you --	<u>Listen</u>.
<EOC>	<EOC>
Man this is heavy!	Yeah what's this, Murdered Elephant?
<EOC>	<EOC>
Pick you up at eight tomorrow morning.	Hey, you know. I was thinking...
<EOC>	<EOC>
You are beautiful.  You know you are.	Sire, I --
<EOC>	<EOC>
One... last... screw?	Oh James.
<EOC>	<EOC>
I read the hospital report on your client.	...Deborah Ann Kaye...
<EOC>	<EOC>
What's that, a ship?	You were on the Indianapolis? In '45? Jesus...
<EOC>	<EOC>
I've talked to your father.	That's what I mean.
<EOC>	<EOC>
I'm going home	Let's go, Jake?
<EOC>	<EOC>
With your hands or your tongue?	You're not well.
<EOC>	<EOC>
Look, I can't cry with a faker present.	Candy-stripe a cancer ward.  It's not my problem.
<EOC>	<EOC>
I missed you.	Do you think they have a room here?
<EOC>	<EOC>
Maybe I should put on the training whe---	Not the 'T' word.
<EOC>	<EOC>
What's that got to do with it?	Back off, man!  I'm a scientist!
<EOC>	<EOC>
...what the fuck is this...?	It's me.  Claudia.  It's me.
<EOC>	<EOC>
He will be soon. He's very ill.	I'm getting better!
<EOC>	<EOC>
[How much do you want?]	[It's non-negotiable.]
[Two million U.S.... Three million U.S.?]	[I told you, non-negotiable.]
<EOC>	<EOC>
Louise... are we still going to Mexico?	Yes.
<EOC>	<EOC>
What was that?	His horse.
<EOC>	<EOC>
Sure you're okay to drive this?	This rig? Phht.  No problem.
<EOC>	<EOC>
Four hundred?	That's right.
You're not seeing me?	No.
<EOC>	<EOC>
Give me the shooter, Jude --	You're crazy --
<EOC>	<EOC>
Rorschach.	What do you see? I see a butterfly.
<EOC>	<EOC>
Forgive me, I didn't know.	I... I am looking for Baltus Van Tassel.
<EOC>	<EOC>
Hello, Jimmy.	Dad.
<EOC>	<EOC>
Your honeymoon, Meyer?	Might as well put the time to use.
<EOC>	<EOC>
Please... may I have it back...	You have nothing to regret...
<EOC>	<EOC>
Pretty incredible, isnt it?	Its like a museum.
<EOC>	<EOC>
She's got no fucking pulse.	You don't know what you're doing.
<EOC>	<EOC>
That's right.	And this is William.
<EOC>	<EOC>
Yes!	Listen up duck fuckers, you can't kill this thing.
<EOC>	<EOC>
Oh-my-God. You totally ripped off my Malibu Barbie idea.	Uh uh. I'm Disco Barbie.
<EOC>	<EOC>
Yo, Traxler.	Hey, Professor Tripp.
<EOC>	<EOC>
I did.  Is that door locked?	It's locked.
<EOC>	<EOC>
All I know is -- it's not Brooke.	That's touching, Elle, but we need an alibi.
<EOC>	<EOC>
She's rich. We're still married. We have no pre-nup.	So, that's good, right?
<EOC>	<EOC>
Blood.	What did you say?
<EOC>	<EOC>
You ever been in a hostage situation?	Only at the very end.
How do you feel after a shooting.	Like it had to be done.
<EOC>	<EOC>
W-wait a minute, wait a minute.	You know what I'm saying?
<EOC>	<EOC>
Who?	Cox!  Fire him.
<EOC>	<EOC>
Where is the Austrian?	You... Fuck you!
<EOC>	<EOC>
Nice suit.  And today you are?	Nightwing.  Scourge of darkest evil.
This is all about fashion for you, isn't it?	It's the gear.  Chicks love the gear.
<EOC>	<EOC>
I see it Chewie, hang on.	The entrance is collapsing!
<EOC>	<EOC>
"He wants... your ""sister""..."	...whoever she is.
<EOC>	<EOC>
Jesus.  She's got guns.	She's Cuban.
<EOC>	<EOC>
Not exactly.	But that's what you told your wife.
<EOC>	<EOC>
Gimmie a butt.	You don't smoke.
<EOC>	<EOC>
Then good night.	So I'll get a fair shot?
<EOC>	<EOC>
Gimme a cigarette!	No!
Why not?	I'm not running a charity ward...
<EOC>	<EOC>
Don't come back.	I won't...don't worry.
<EOC>	<EOC>
Hey, Mac. You're up bright and early.	No, Ken. I need to see him now...
<EOC>	<EOC>
This is my good John Brown.	Yes.
<EOC>	<EOC>
Did I scowl at you?	No, you smiled.
I don't remember.	I know, I kind of blend in here.
<EOC>	<EOC>
Look! Police!	I know. I called them.
<EOC>	<EOC>
We'll see what we can do.	Promise?
<EOC>	<EOC>
I'm Mary's sister.	Lila.
<EOC>	<EOC>
What is going to happen? Where is Harry?	He's safe in the Russian zone.
How do you know?	I saw him today.
<EOC>	<EOC>
Grab your socks....	You sure you know how to do this.
<EOC>	<EOC>
Right in line with that burning tree.	I don't see anything.
<EOC>	<EOC>
My dad's in the other room.	I'll only stay a sec.
<EOC>	<EOC>
So -- how are things?	Things are fine.  I told you. They're fine.
<EOC>	<EOC>
No, I've got it.	What happened to your hand?
Accident.	You should be more careful.
<EOC>	<EOC>
Free?	Hey, I spent all my money on those caramels.
<EOC>	<EOC>
Jesus Christ!	He filmed his victims.
<EOC>	<EOC>
Get in. Youre leaving.	Wait.
<EOC>	<EOC>
Tell me, how is Jacqueline?	Oh, as beautiful as ever.
<EOC>	<EOC>
Hey, don't pull away till they see the car.	Yeah.  Hey, why wasn't I injured?
<EOC>	<EOC>
Pete... You okay?	Yeah.
<EOC>	<EOC>
That one.	Nah.  Hates his wife.
<EOC>	<EOC>
It's okay. I want the rush.	No. Look.
<EOC>	<EOC>
Negative. The Beryllium sphere will have to be replaced.	We need another one.
<EOC>	<EOC>
I can take care of the paperwork.	Yeah?
<EOC>	<EOC>
That's a nice greenhouse.	It's Mrs. Gaskell's. Her hobby.
<EOC>	<EOC>
It must do something.	Well... If you insist.
<EOC>	<EOC>
He's coming?	You better go.
<EOC>	<EOC>
Good.	What if he refuses?
We'll smash his face in. That's what we'll do.	Brilliant!  Can anyone here fly a plane?
<EOC>	<EOC>
Did you hear that, Terrance? I farted!	You did? Just now?
<EOC>	<EOC>
Colette, go.	I don't want to leave you.
<EOC>	<EOC>
Don't be angry with me, Daryl.	Did you recognize the son-of-a bitch who got away?
Should I have?	Think hard -- it'll come to you...
<EOC>	<EOC>
I want to speak to Dorothea.	I'm afraid she's not in.
<EOC>	<EOC>
How much you playin' for?	A dollar on the five, two on the nine.
Yeah, I'll play you a couple. Just for kicks.	Okay, friend.
<EOC>	<EOC>
Yeah?	I didn't tell 'em anything.
<EOC>	<EOC>
Hey, I was right about the bomb, wasn't I?	This is great. This is fitting.
<EOC>	<EOC>
You okay?	Sure.
<EOC>	<EOC>
We're losing them.	Then get them out of there.
<EOC>	<EOC>
I'm coming with you.	Yes . . .
<EOC>	<EOC>
You're crazy!  That's not true.	Hey, Hannah, I know I'm mediocre.
<EOC>	<EOC>
It will take less effort as you learn.	It's like to kill me first.
<EOC>	<EOC>
Quite impressive.	Thank you, Herr Doctor.
<EOC>	<EOC>
Charenton has changed; it's not safe for you here.	I've you to look after me, haven't I?
<EOC>	<EOC>
Well, sometimes, some, uh...	I mean, it's jammed.  If we went... um...
<EOC>	<EOC>
We playing cards tonight?	I think I'm gonna be sitting up with her.
I'd do the same.  Well, catch you Thursday.	You bet.
<EOC>	<EOC>
How the... did he get in there?	Slipped in. Probably liked the scent of your perfume.
<EOC>	<EOC>
He's gone?	Yeah - it's all right... let's go.
<EOC>	<EOC>
What do you want me to do?	I want to see the sun rise.
<EOC>	<EOC>
Do you like my body?	Sure I do.
<EOC>	<EOC>
Here I come!	Well bring yo' ass on...
<EOC>	<EOC>
Yes.	Everything's okay?
<EOC>	<EOC>
Come on, Pop.	Nothing you can do. Been like this for days.
<EOC>	<EOC>
Help me!!	You could have killed us both!!
<EOC>	<EOC>
Jesus!  I don't <u>believe</u> this!	You're hung up again.
<EOC>	<EOC>
Great scott - Scotty - Dr Everett Scott.	You know this earth - this person.
<EOC>	<EOC>
What do you think it is?	I think it's a gun pressing against my dick.
<EOC>	<EOC>
Have you read it?	No, but I certainly shall.
<EOC>	<EOC>
He'll be a minute, hon. You want some coffee?	No thank you.
You sure? I just made it.	No, thank you. I'm good. Thanks.
<EOC>	<EOC>
You mind?  I'm trying to eat here.	So am I.
<EOC>	<EOC>
I'll call for backup.	I'll get my camera.
<EOC>	<EOC>
What's he get if he wins here?	If...?
<EOC>	<EOC>
A match made in heaven.	See?  You big dullard.
<EOC>	<EOC>
Only one in the rear, I'm afraid.	That's perfect!
<EOC>	<EOC>
Jim, where the hell have you been?	Nowhere.  I don't have class until second period.
<EOC>	<EOC>
You know where to look for your Austrian, right?	I know where to look.
<EOC>	<EOC>
Bloody hell, this is fun.	Is Miss Scott staying here?
<EOC>	<EOC>
Where do you think you're going?	You gotta let me go, Daddy. Please...
<EOC>	<EOC>
What?	... Nothing.
<EOC>	<EOC>
Oh God, how horrid.	I'm Joel.
<EOC>	<EOC>
What Happened?	I don't know!
<EOC>	<EOC>
Can I hear you?	In German?
I can try. Is it comedy, or tragedy?	Comedy. I don't play tragedy.
<EOC>	<EOC>
Oh there you are.	Oh! You caught me.
<EOC>	<EOC>
Let's talk some more first.	Right.  So!  In town on business?
Uh-huh.	Let me guess, you're a... lawyer.
And why do you say that?	I dunno... you have that sharp, useless look.
<EOC>	<EOC>
How much?	About six and a half million dollars.
<EOC>	<EOC>
No!	Don't do it!
<EOC>	<EOC>
How did you see me?	From the terrace.
<EOC>	<EOC>
That shelter was in this bill.	Alan
Lots of shelters were in this bill.	) Listen, you little...
<EOC>	<EOC>
What? What is it?	This place is like a scumbag yard sale.
<EOC>	<EOC>
It's okay.  I'm game.	I want this box rigged with a beacon!
<EOC>	<EOC>
Thanks. Good night, Mrs. Mitchell.	Good night, John.
<EOC>	<EOC>
Would you like a tour?	Sure.
<EOC>	<EOC>
I had a great time last night. Again.	Me too.
<EOC>	<EOC>
You ever use the bathroom in Kennedy?	What? No. Use the bathroom on the plane!
<EOC>	<EOC>
I just play my own collection.	It's nice to see you again.
<EOC>	<EOC>
Go.	It's closed... closed. We need one that's open.
Closed?	You'll see.
<EOC>	<EOC>
Hello.	What happened to that guy?
What guy?	That guy, the one that died.
<EOC>	<EOC>
Let's see if you've gotten any better.	Oh, I'm worse.  Much, much worse.
<EOC>	<EOC>
Get 'em! For Christ sake, get 'em!	Who's got the ammo?
<EOC>	<EOC>
Who dies first?	Take him.
<EOC>	<EOC>
No I ain't.	Mr. Halloran, what is in Room 237?
<EOC>	<EOC>
You can't be seriously considering firing nuclear weapons?	David, don't...
<EOC>	<EOC>
Someone's following me.	What?  Who?
<EOC>	<EOC>
Do us a favour?	What, and get myself beaten up again?
No chance of that.	Not much.
They're friends of mine.	And that'll make me feel better?
<EOC>	<EOC>
Not guilty.	I'll fix some drinks.
<EOC>	<EOC>
Yes!	Let's get outta here.
<EOC>	<EOC>
Be careful, you don't want to puncture the suit.	Don't worry about me.  Where are we going?
<EOC>	<EOC>
So I get the brownie?	I think you do, yes.
<EOC>	<EOC>
Is that anything?	Thanks just the same.
<EOC>	<EOC>
Pretty morning.	It's always beautiful at this time. Peaceful...
And no people.	Yes.
<EOC>	<EOC>
Is this how it went, Nick?	Robert?  Robert?
<EOC>	<EOC>
Fraulein -- will you permit me?	I usually don't.
I usually don't either.	In that case, I permit you.
<EOC>	<EOC>
No thanks, I quit.	You quit?
Yeah.  Where you headed?	Work.  Going to work.
<EOC>	<EOC>
Is it possible, Mrs. Clinton?	Just... tell us what you want.
<EOC>	<EOC>
That's not it.  That's not the list.	What's the matter, you don't know this trick?
<EOC>	<EOC>
That's where we can help you.  With Kat.	So Dorsey can get the girl?
<EOC>	<EOC>
We'll need a search running.	It's already begun.
<EOC>	<EOC>
I don't believe it!  I don't believe it!	He's going to pop!
<EOC>	<EOC>
Hold on.	Hurry, Norman.  Four minutes.
<EOC>	<EOC>
For sexual purposes?	Well... yeah.
<EOC>	<EOC>
Twelve o'clock... yes...	Yes --
<EOC>	<EOC>
And who is this?	Midshipman First Class Peter Preston, engineers mate, SIR.
<EOC>	<EOC>
I can wait around if you want.	No. That's cool, man.
<EOC>	<EOC>
Everything'll work out.  Trust me on that.	Okay.
Good night, beautiful.	'Night, Josh.
<EOC>	<EOC>
Just let me talk to you.	What about?
You.	Why?
<EOC>	<EOC>
You're not supposed to...	But I have to!
Then...shit! Go ahead. I'm right behind you.	MUSTANG, THIS IS MAVERICK, REQUEST A FLYBY.
<EOC>	<EOC>
Gee, uh, that's too bad.	I'm so hungry.
<EOC>	<EOC>
The damn thing is going to have our asses....	It needs more time to charge.
<EOC>	<EOC>
Thanks. Have a good one.	Do you mind if I drink this here?
<EOC>	<EOC>
Can you tell me whose...	Fellow called Lime.
<EOC>	<EOC>
What's your daddy's name?	Nathan Lee Morgan...
<EOC>	<EOC>
... No?	No?  Huh?  Yes, of course!!
<EOC>	<EOC>
And what did you do?	What are you trying to say?
<EOC>	<EOC>
Alison's.	Really.
<EOC>	<EOC>
My back.	What's the matter?
<EOC>	<EOC>
That's triangular diplomacy, gentlemen.	Exactly, yes, Mr. President.  That is my contention.
<EOC>	<EOC>
I want you to do something for me, baby.	What?
<EOC>	<EOC>
I never....	Where's the lady who brings the soda?
<EOC>	<EOC>
You like me now, Jimmy?	I like you, Dil --
Give me a bit more, baby, a bit more.	More what?
<EOC>	<EOC>
That's him. Now you all know the drill, right?	What drill?
<EOC>	<EOC>
Let's do that.	It's a real Paris reunion.
<EOC>	<EOC>
Ophhem ma fuchem gaphe!	May I have your ticket, please?
<EOC>	<EOC>
Dr. Frankenstein?	Fron kon steen!
<EOC>	<EOC>
Get me into a plane!	Come on!
<EOC>	<EOC>
What did you do?	I'm always bad.
What did you do?	I breathed!
<EOC>	<EOC>
Look at me what?	To the manner born.
<EOC>	<EOC>
...this is magnificent.	...Stanley Moss...
<EOC>	<EOC>
Daphne - your boy friend is waving at you.	You can both go take a flying jump.
<EOC>	<EOC>
Uh, huh...	You got a letter from mom.
<EOC>	<EOC>
Timezit?	Four.
<EOC>	<EOC>
Gimme the ball!	Okay, Martini. That's okay. Now you watch me.
<EOC>	<EOC>
Do you see a man?	No.
<EOC>	<EOC>
Who are you calling, sis?	What? Nobody, I-
<EOC>	<EOC>
We will see who is the first to die.	Very well. I'll wager a dinner.
<EOC>	<EOC>
Some pictures...?	Yes. Of men and women.
<EOC>	<EOC>
What are you looking to read?	Anything interesting.
<EOC>	<EOC>
Listen, I got a crazy favor to ask.	Uh-oh...
<EOC>	<EOC>
